Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Fitness,Nc
40,1.0038,3.8999,7.5121,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3968,14.3205,20.9901,20.9537,49.612,68.7278,44.1806,24.8046,59.766,0.0026,7
41,1.0023,3.8978,7.6939,1.9985,2.5,1.3999,0.4998,29.9987,2.4969,39.8546,14.3337,20.9998,20.9325,49.9739,68.5721,44.5243,24.8054,59.651,0.0002,7
42,1.0023,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9987,2.4969,39.6213,14.3357,21.0042,20.9322,49.8633,68.5292,44.5293,24.7973,59.3693,0.0009,8
43,1.0023,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9987,2.4969,39.6213,14.3357,21.0042,20.9322,49.8633,68.5292,44.5293,24.7973,59.3693,0.0009,8
44,1.0023,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9987,2.4969,39.6213,14.3357,21.0042,20.9322,49.8633,68.5292,44.5293,24.7973,59.3693,0.0009,8
45,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.697,2.5,39.3982,14.3207,20.9903,20.9557,49.6263,68.7346,44.1818,24.8104,59.781,0.0025,7
46,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
47,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
48,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
49,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
50,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
51,1.0038,3.8999,7.5009,1.999,2.496,1.3996,0.4872,29.656,2.5,39.3973,14.3206,20.9899,20.9554,49.627,68.7382,44.169,24.8102,59.7811,0.0025,7
52,1.0,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9845,2.4969,39.625,14.3357,21.0053,20.9328,49.8639,68.5468,44.5262,24.7979,59.3715,0.0009,8
53,1.0,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9845,2.4969,39.625,14.3357,21.0053,20.9328,49.8639,68.5468,44.5262,24.7979,59.3715,0.0009,8
54,1.0,3.8997,7.6942,1.9985,2.5,1.391,0.4993,29.9845,2.4969,39.625,14.3357,21.0053,20.9328,49.8639,68.5468,44.5262,24.7979,59.3715,0.0009,8
