Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
82,9.0,5.0,8.0842,9.0,9.0,7.2413,5.0,5.0,9.0,32.601544,1.950895,28.428589,42.245783,880.821702,11.555909,2.47697,68.413955,10.854687,0.5301,0.4931,5
83,9.0,5.0,7.5166,7.7316,9.0,9.0,5.0,5.0,9.0,37.503877,1.356417,47.905104,33.707342,880.821702,9.105644,5.788346,44.73326,10.525641,0.4695,0.4517,4
84,6.4636,5.0,5.0,9.0,9.0,9.0,5.0,5.0,9.0,38.044555,1.753747,48.398272,51.51456,302.015804,8.514948,6.437381,37.971518,6.608873,0.486,0.4702,4
85,9.0,7.9673,5.0,9.0,9.0,7.1505,5.0,5.0,9.0,16.03184,0.835593,26.126753,42.524975,885.008775,11.539491,2.532258,43.006884,25.607622,0.3666,0.5126,4
86,7.1196,9.0,5.0,6.9109,9.0,9.0,5.0,5.0,9.0,11.814138,0.841863,44.290326,35.953826,397.409618,6.027903,5.81912,19.715397,27.889051,0.4027,0.5127,4
87,5.0,5.0,5.0,5.0,5.0,9.0,9.0,5.0,9.0,28.204655,137.050059,53.48765,6.58446,61.524833,32.269582,9.497965,2.986812,1.757095,0.52,0.5149,3
88,5.2213,5.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,37.491116,5.330183,48.331606,53.664492,195.220014,8.012714,6.160177,74.067065,5.025524,0.5577,0.4639,4
89,5.239,5.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,30.304657,77.077552,51.157793,16.804429,14.377124,42.29434,10.709418,56.22365,0.575302,0.4663,0.446,5
90,9.0,9.0,9.0,5.0,9.0,9.0,5.0,8.283,9.0,11.456118,1.145518,28.502218,23.984511,509.096175,29.390139,4.754897,41.824282,32.924679,0.4057,0.4227,4
91,5.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,7.793866,85.326766,47.612018,17.024018,11.630781,42.544006,10.910948,55.947923,6.947657,0.5244,0.3443,4
92,5.0,9.0,5.6315,9.0,9.0,9.0,9.0,5.0,9.0,8.04499,102.961609,47.672325,17.268171,11.630781,42.109051,11.25003,26.307278,7.483831,0.5903,0.3889,4
93,5.0,9.0,6.7007,9.0,9.0,9.0,9.0,7.4075,9.0,8.031577,98.573033,37.014895,17.186477,2.565324,66.246873,10.75624,31.98172,7.258877,0.4409,0.3948,4
94,5.0,6.4613,5.0,9.0,9.0,9.0,9.0,5.0,9.0,24.022924,97.399117,50.365349,17.29197,11.079653,41.71684,11.127088,24.000546,0.874913,0.4958,0.4877,6
95,5.0,8.0065,6.8619,9.0,9.0,9.0,6.7811,5.0,9.0,17.698794,5.651458,46.988008,40.63473,108.314946,16.136871,7.740499,42.508598,10.860238,0.4231,0.4331,3
96,5.0,9.0,5.0,9.0,6.4989,9.0,9.0,5.0,9.0,7.081841,130.472198,50.110321,17.230083,25.455892,41.929984,11.237954,21.843072,4.629113,0.506,0.4234,5
97,5.0,9.0,5.0,6.5623,9.0,9.0,9.0,5.0,9.0,8.069323,110.517937,46.915647,8.920553,11.630781,35.147898,10.133051,8.014814,6.819965,0.3356,0.4587,2
98,7.2145,9.0,9.0,9.0,6.7139,9.0,9.0,5.3405,9.0,6.833117,113.576995,48.77909,14.179658,4.012074,47.454769,10.828906,56.475561,6.293681,0.517,0.3684,5
99,6.9334,9.0,7.1034,9.0,9.0,9.0,9.0,5.0,9.0,7.915612,102.127984,47.652663,14.838593,79.239886,44.622718,11.138914,37.237912,9.418034,0.5371,0.2745,4
100,7.2105,7.2481,9.0,9.0,9.0,9.0,9.0,5.7846,9.0,18.831223,85.802894,46.88654,14.228758,78.327712,50.650927,10.694683,59.657524,2.537211,0.3882,0.3363,5
