Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
75,0.6839,0.4738,0.8057,0.4134,0.13,0.0582,0.0613,0.8914,0.4167,0.9699,1.4382,1.1852,1.5417,-0.0243,1.6839,-0.0249,0.7725,0.1982,0.4568,0.594,2
76,0.1128,0.8128,0.3276,0.9869,0.6761,0.7911,0.932,0.1425,0.6587,0.8091,0.0645,0.8814,0.2439,1.7346,0.077,1.8641,1.0637,1.6829,0.4975,0.5698,3
77,0.2506,0.6491,0.722,0.2348,0.1557,0.0724,0.7027,0.9309,0.2998,0.0485,0.9632,1.1143,1.6378,0.0302,1.6469,1.0693,0.7773,0.0778,0.4946,0.5999,2
78,0.0126,0.8326,0.0946,0.856,0.2166,0.9876,0.8331,0.2238,0.0537,0.0867,0.6618,0.0868,0.6668,0.0971,0.8353,1.2913,1.5987,0.0867,0.6081,0.6913,1
79,0.257,0.6648,0.4028,0.8524,0.8061,0.5825,0.991,0.9187,0.3595,1.0023,0.1571,1.1469,-0.0931,2.0887,0.3764,1.9065,-0.0335,1.0858,0.5826,0.6433,2
80,0.2674,0.2032,0.2316,0.0292,0.0562,0.0344,0.4354,0.2443,0.1981,-2.3875,3.0631,-2.4074,3.0667,-2.4232,3.0667,-2.1012,3.0572,-2.4156,1.9493,1.9528,4
81,0.5902,0.9512,0.4035,0.0091,0.7857,0.3413,0.936,0.6981,0.7038,1.4698,0.1745,0.9696,1.0717,1.9142,1.0048,1.8397,0.2214,1.7736,0.3835,0.4427,4
82,0.3574,0.2319,0.1444,0.4871,0.6552,0.2548,0.1018,0.0984,0.6237,-0.6811,2.1816,-0.8034,1.9206,0.1957,2.177,-0.8042,2.1901,0.0656,0.9155,0.9805,4
83,0.1757,0.6394,0.6828,0.5258,0.5856,0.1457,0.3542,0.7634,0.7567,0.411,0.693,1.3665,0.9813,1.1011,1.3728,0.5058,0.451,1.5277,0.3675,0.4538,1
84,0.8731,0.614,0.5822,0.0817,0.5375,0.1413,0.1376,0.2485,0.3137,0.9146,1.3159,0.384,1.8826,0.2496,1.882,-0.3184,1.869,-0.2597,0.5899,0.6871,3
